Order ID,Sales,Ship Date
CA-2018-126697,151.2,24-09-2018
CA-2018-126697,4.928,24-09-2018
CA-2018-124800,86.272,30-09-2018
CA-2018-124800,72.588,30-09-2018
CA-2018-124800,60.672,30-09-2018
CA-2018-124800,77.031,30-09-2018
CA-2018-124800,119.904,30-09-2018
CA-2018-124800,263.96,30-09-2018
CA-2018-124800,363.648,30-09-2018
US-2018-164448,9.728,04-11-2018
US-2018-164448,14.75,04-11-2018
US-2018-164448,29.8,04-11-2018
US-2018-164448,427.42,04-11-2018
CA-2020-122700,220.752,30-11-2020
CA-2017-120768,152.76,21-12-2017
CA-2017-120768,7.27,21-12-2017
CA-2017-120768,1819.86,21-12-2017
US-2019-153129,33.9,30-12-2019
CA-2020-106852,31.104,27-06-2020
CA-2020-106852,5.248,27-06-2020
CA-2018-139731,263.88,15-10-2018
CA-2018-139731,2453.43,15-10-2018
CA-2020-122735,29.7,15-04-2020
CA-2020-122735,39.96,15-04-2020
CA-2020-128160,36.672,24-12-2020
CA-2020-117695,13.76,08-08-2020
CA-2018-166135,139.424,06-10-2018
CA-2019-133725,1979.928,28-05-2019
CA-2020-102337,164.736,16-06-2020
CA-2020-102337,470.302,16-06-2020
CA-2020-102337,47.984,16-06-2020
US-2017-112564,2.502,24-04-2017
CA-2018-145821,88.752,07-05-2018
US-2018-160150,2.025,20-07-2018
CA-2019-133711,70.98,29-11-2019
CA-2019-133711,91.68,29-11-2019
CA-2019-133711,33.75,29-11-2019
CA-2019-133711,3040,29-11-2019
CA-2020-148474,91.2,19-06-2020
CA-2020-148474,452.94,19-06-2020
CA-2018-111297,52.2,21-08-2018
CA-2019-123722,15.936,01-10-2019
CA-2017-155271,27.46,04-05-2017
CA-2018-119907,55.424,08-12-2018
US-2019-128902,244.006,15-03-2019
CA-2019-152289,159.984,28-08-2019
CA-2019-152289,1024.716,28-08-2019
US-2019-104794,3.68,19-12-2019
CA-2017-151708,121.376,14-08-2017
CA-2017-151708,95.976,14-08-2017
CA-2018-100769,255.968,16-05-2018
CA-2020-139199,872.94,13-12-2020
CA-2020-139199,41.54,13-12-2020
CA-2020-139199,12.96,13-12-2020
US-2018-161466,6.848,27-09-2018
CA-2020-164959,8.67,15-07-2020
US-2018-105676,6.688,02-12-2018
CA-2019-113138,17.28,25-11-2019
CA-2019-113138,17.712,25-11-2019
US-2020-104955,28.91,24-03-2020
CA-2019-121958,52.136,17-11-2019
CA-2020-121468,31.968,20-11-2020
US-2019-108455,25.92,08-12-2019
US-2019-108455,40.46,08-12-2019
US-2019-108455,33.87,08-12-2019
CA-2020-101210,9.728,28-08-2020
CA-2020-101210,3.424,28-08-2020
US-2019-108098,177,18-10-2019
CA-2017-119032,3.76,03-12-2017
CA-2018-140410,1212.848,07-11-2018
CA-2018-140410,89.97,07-11-2018
CA-2018-140410,42.6,07-11-2018
CA-2017-136280,5.04,06-12-2017
CA-2020-151911,62.96,05-05-2020
CA-2020-166436,5.88,28-11-2020
CA-2020-166436,977.292,28-11-2020
CA-2020-139661,9.64,03-11-2020
CA-2017-123925,40.05,19-12-2017
CA-2020-152485,10.192,08-09-2020
CA-2020-152485,16.784,08-09-2020
CA-2020-152485,13.12,08-09-2020
CA-2019-141586,18.16,20-10-2019
CA-2020-130386,16.056,18-11-2020
CA-2020-130386,223.056,18-11-2020
CA-2020-130386,540.048,18-11-2020
CA-2019-100468,33.52,01-12-2019
CA-2019-100468,9.94,01-12-2019
CA-2018-153388,6.72,07-08-2018
CA-2018-153388,1004.976,07-08-2018
CA-2020-154935,17.88,29-12-2020
CA-2019-134208,396,23-09-2019
CA-2020-108294,34.5,10-12-2020
CA-2020-103611,8.36,15-09-2020
CA-2020-100384,385.6,01-07-2020
CA-2020-100384,35.82,01-07-2020
CA-2020-112809,200.064,22-08-2020
CA-2020-112809,21.38,22-08-2020
CA-2020-112809,6.744,22-08-2020
US-2020-160759,63.686,17-12-2020
CA-2020-148446,1669.6,14-12-2020
CA-2017-111059,83.84,06-02-2017
CA-2017-111059,13.272,06-02-2017
CA-2020-116204,21.336,14-02-2020
CA-2020-109946,16.52,21-04-2020
CA-2018-144806,206.112,11-12-2018
CA-2018-144806,19.92,11-12-2018
CA-2018-144806,198.272,11-12-2018
CA-2018-144806,247.104,11-12-2018
CA-2018-144806,86.304,11-12-2018
CA-2019-122392,4.16,27-07-2019
CA-2019-122392,11.648,27-07-2019
CA-2018-148432,26.18,10-11-2018
CA-2018-148432,7.3,10-11-2018
CA-2018-103793,74.352,31-03-2018
CA-2020-159884,10.744,05-09-2020
CA-2020-159884,8.376,05-09-2020
CA-2019-139885,212.88,08-12-2019
CA-2020-124086,203.983,14-02-2020
CA-2019-112389,40.74,02-11-2019
CA-2019-112389,11.67,02-11-2019
CA-2020-121888,39.99,17-09-2020
CA-2020-121888,16.28,17-09-2020
CA-2020-121888,782.94,17-09-2020
CA-2020-121888,242.48,17-09-2020
CA-2017-166884,8.32,16-03-2017
CA-2017-166884,10.464,16-03-2017
CA-2017-107181,82.896,08-02-2017
CA-2017-107181,34.24,08-02-2017
CA-2017-150245,1573.488,04-01-2018
CA-2018-111395,335.52,27-11-2018
CA-2018-111395,23.912,27-11-2018
CA-2018-111395,27.056,27-11-2018
CA-2017-134278,559.992,08-07-2017
US-2020-124926,9.324,18-11-2020
CA-2019-159345,111.96,22-06-2019
CA-2017-130274,21.56,05-05-2017
CA-2020-158386,124.75,21-10-2020
CA-2018-111507,5.28,13-02-2018
CA-2020-120761,91.96,08-09-2020
CA-2019-109176,9.344,15-05-2019
CA-2019-109176,79.36,15-05-2019
CA-2018-112116,171.96,18-03-2018
CA-2019-126809,35.352,13-04-2019
CA-2017-105172,18.9,09-04-2017
CA-2020-107293,2.78,06-09-2020
US-2020-102890,1044.63,30-06-2020
CA-2018-158554,11.352,09-11-2018
CA-2017-116239,354.9,04-03-2017
CA-2018-132101,453.576,25-03-2018
CA-2018-129112,21.48,30-11-2018
CA-2018-129112,8.784,30-11-2018
US-2020-152002,122.97,11-06-2020
CA-2020-165029,12.84,30-11-2020
US-2017-157385,603.92,25-11-2017
US-2017-157385,21.84,25-11-2017
US-2017-157385,29.99,25-11-2017
US-2017-157385,381.44,25-11-2017
CA-2017-101602,40.68,18-12-2017
CA-2017-101602,763.28,18-12-2017
CA-2019-109057,23.952,27-04-2019
CA-2019-154403,4.98,27-05-2019
CA-2019-102456,170.88,01-03-2019
CA-2018-131338,307.98,12-08-2018
CA-2018-131338,382.806,12-08-2018
CA-2018-131338,41.96,12-08-2018
CA-2018-131338,1217.568,12-08-2018
CA-2018-131338,47.04,12-08-2018
CA-2018-131338,6.16,12-08-2018
CA-2018-131338,979.95,12-08-2018
CA-2018-131338,143.7,12-08-2018
CA-2018-131338,10.65,12-08-2018
CA-2018-131338,247.8,12-08-2018
CA-2019-109911,10.96,16-05-2019
US-2019-132423,33.488,19-04-2019
US-2019-132423,8.04,19-04-2019
CA-2018-122826,201.568,25-06-2018
CA-2017-117317,13.44,19-10-2017
CA-2018-118423,359.058,27-03-2018
CA-2020-149181,47.992,12-05-2020
CA-2020-132234,547.3,18-10-2020
CA-2020-158876,16.896,21-11-2020
CA-2020-158876,6.672,21-11-2020
CA-2020-158876,99.136,21-11-2020
CA-2020-158876,15.992,21-11-2020
CA-2019-164672,211.96,13-05-2019
US-2019-132857,6.672,17-12-2019
CA-2020-116645,155.94,04-12-2020
US-2019-115819,39.96,24-04-2019
US-2019-115819,5.46,24-04-2019
US-2019-115819,73.2,24-04-2019
US-2019-115819,5.84,24-04-2019
US-2019-115819,22.72,24-04-2019
US-2019-115819,9.336,24-04-2019
CA-2017-156349,290.666,30-05-2017
CA-2017-156349,201.584,30-05-2017
CA-2017-156349,83.984,30-05-2017
CA-2020-138380,1000.02,25-12-2020
US-2019-113509,83.976,19-03-2019
CA-2018-130022,3.75,16-08-2018
CA-2018-130022,41.4,16-08-2018
CA-2018-130022,29.79,16-08-2018
US-2019-118780,59.48,14-09-2019
US-2019-118780,6.69,14-09-2019
CA-2020-108560,198.46,15-07-2020
CA-2020-108560,786.48,15-07-2020
CA-2020-108560,23.168,15-07-2020
CA-2020-108560,50,15-07-2020
CA-2018-157084,675.96,24-12-2018
CA-2018-157084,1265.85,24-12-2018
CA-2018-164539,523.25,22-11-2018
CA-2018-143119,517.5,30-09-2018
CA-2020-101049,17.92,25-06-2020
CA-2020-101049,41.256,25-06-2020
CA-2019-106530,1006.056,08-05-2019
CA-2019-106530,10.688,08-05-2019
CA-2019-106530,10.368,08-05-2019
CA-2019-106530,25.12,08-05-2019
CA-2019-106530,58.112,08-05-2019
CA-2017-168984,15.552,02-12-2017
CA-2017-168984,669.08,02-12-2017
CA-2017-168984,438.336,02-12-2017
CA-2019-157266,19.44,01-06-2019
CA-2019-157266,9.64,01-06-2019
CA-2019-157266,12.7,01-06-2019
CA-2019-157266,41.37,01-06-2019
US-2017-134712,12.624,04-12-2017
CA-2018-111829,1247.64,20-03-2018
CA-2018-111829,3149.93,20-03-2018
CA-2018-111829,209.7,20-03-2018
CA-2018-105221,35.36,03-11-2018
CA-2018-105221,3.168,03-11-2018
CA-2018-120341,121.104,29-09-2018
CA-2018-120341,45.894,29-09-2018
CA-2017-135699,109.92,29-08-2017
CA-2017-135699,13.36,29-08-2017
US-2020-132444,169.68,21-11-2020
US-2020-132444,132.52,21-11-2020
US-2020-132444,2.96,21-11-2020
US-2020-132444,8.448,21-11-2020
US-2020-132444,95.94,21-11-2020
CA-2017-127159,34.79,15-05-2017
CA-2020-161809,160.776,26-01-2020
CA-2020-127285,88.752,06-11-2020
CA-2020-127285,13.904,06-11-2020
CA-2020-144526,677.58,06-05-2020
CA-2020-144526,13.896,06-05-2020
CA-2019-128531,41.92,26-11-2019
CA-2019-128531,297.576,26-11-2019
CA-2019-128531,4.344,26-11-2019
CA-2019-128531,94.992,26-11-2019
CA-2019-128531,74.352,26-11-2019
CA-2019-128531,14.04,26-11-2019
US-2018-157154,1018.104,15-01-2018
CA-2020-159457,16.68,26-10-2020
CA-2019-107615,58.58,25-03-2019
CA-2020-111647,167.968,07-07-2020
CA-2018-150560,196.62,12-12-2018
CA-2018-143077,21.936,21-09-2018
CA-2018-143077,6.588,21-09-2018
CA-2019-122728,104.28,24-05-2019
CA-2019-122728,17.94,24-05-2019
CA-2017-122882,64.784,13-09-2017
CA-2017-122882,32.382,13-09-2017
CA-2017-122882,42.368,13-09-2017
CA-2017-122882,399.54,13-09-2017
US-2019-101497,18.97,01-10-2019
CA-2019-147585,14.82,12-11-2019
CA-2020-149489,99.28,27-04-2020
CA-2020-149489,1.188,27-04-2020
CA-2020-149489,7.518,27-04-2020
CA-2020-143798,10.368,12-12-2020
CA-2020-143798,310.88,12-12-2020
CA-2017-142839,853.092,20-08-2017
CA-2020-129833,33.45,15-12-2020
CA-2020-129833,10.4,15-12-2020
US-2019-154361,21.88,19-03-2019
US-2019-158708,13.616,29-06-2019
CA-2018-156335,63.96,28-09-2018
CA-2018-156335,14.46,28-09-2018
CA-2018-156335,104.98,28-09-2018
CA-2018-148376,106.96,31-12-2018
CA-2018-148376,21.56,31-12-2018
CA-2017-135657,515.88,07-06-2017
CA-2018-114069,11.808,15-07-2018
CA-2018-114069,1931.04,15-07-2018
CA-2018-114069,9.96,15-07-2018
CA-2017-139857,12.35,06-02-2017
CA-2019-106306,9.702,08-03-2019
CA-2018-100545,11.61,26-11-2018
CA-2020-123491,43.86,05-11-2020
CA-2020-123491,148.48,05-11-2020
CA-2020-123491,7.42,05-11-2020
CA-2020-123491,71.992,05-11-2020
CA-2020-123491,19.9,05-11-2020
CA-2020-123491,1702.12,05-11-2020
CA-2018-145401,14.304,04-02-2018
US-2020-124968,765.625,13-09-2020
CA-2020-104003,307.666,13-10-2020
CA-2019-154788,7.712,04-05-2019
CA-2019-169943,242.9,24-05-2019
CA-2019-169943,454.9,24-05-2019
CA-2019-169943,35.92,24-05-2019
CA-2019-169943,39.76,24-05-2019
CA-2019-169943,47.744,24-05-2019
US-2018-123218,159.984,25-12-2018
US-2018-123218,255.968,25-12-2018
US-2018-123218,359.058,25-12-2018
CA-2018-127453,434.352,20-12-2018
CA-2018-127453,3.552,20-12-2018
CA-2018-127453,88.832,20-12-2018
US-2020-164056,1048.35,04-05-2020
CA-2019-106894,100,07-02-2019
CA-2019-106894,7.83,07-02-2019
CA-2017-125136,96.256,03-10-2017
CA-2017-125136,10.688,03-10-2017
US-2019-131149,338.04,14-07-2019
US-2019-131149,154.24,14-07-2019
CA-2020-101483,34.848,01-08-2020
CA-2020-101483,22,01-08-2020
CA-2020-101483,4.368,01-08-2020
CA-2018-130204,31.44,09-09-2018
CA-2018-130204,17.9,09-09-2018
CA-2018-130204,129.45,09-09-2018
CA-2017-110527,20.88,16-08-2017
CA-2020-152807,20.736,03-11-2020
CA-2020-152807,7.168,03-11-2020
CA-2020-152807,11.168,03-11-2020
CA-2020-152807,442.4,03-11-2020
CA-2017-133270,13.36,09-06-2017
CA-2019-155670,11.232,17-08-2019
CA-2019-155670,10.272,17-08-2019
US-2017-157406,10.368,29-04-2017
US-2017-157406,6.24,29-04-2017
CA-2018-139094,206.962,27-11-2018
CA-2020-168837,9.46,17-10-2020
CA-2020-116715,559.62,05-12-2020
CA-2020-116715,109.92,05-12-2020
CA-2020-116715,8.56,05-12-2020
CA-2018-135622,360.712,11-12-2018
CA-2018-135622,1718.4,11-12-2018
US-2018-107349,41.568,15-07-2018
CA-2017-139017,46.864,17-05-2017
CA-2017-141817,19.536,12-01-2017
CA-2018-130785,411.332,09-09-2018
CA-2018-130785,28.752,09-09-2018
CA-2018-130785,293.199,09-09-2018
CA-2019-110254,35.06,08-08-2019
CA-2019-110254,4.13,08-08-2019
CA-2019-110254,109.8,08-08-2019
CA-2019-110254,9.82,08-08-2019
US-2017-158057,7.644,26-03-2017
US-2017-158057,51.465,26-03-2017
CA-2020-146024,6.976,08-03-2020
CA-2020-146024,12.222,08-03-2020
CA-2019-129686,97.984,29-11-2019
CA-2019-129686,62.4,29-11-2019
CA-2017-118976,20.86,03-05-2017
CA-2017-118976,497.61,03-05-2017
CA-2017-118976,5.34,03-05-2017
CA-2017-118976,3.15,03-05-2017
CA-2018-105347,368.91,28-11-2018
CA-2018-105347,14.7,28-11-2018
CA-2019-124667,59.97,16-11-2019
CA-2019-124667,83.36,16-11-2019
CA-2018-111094,6.58,13-07-2018
CA-2018-111094,122.94,13-07-2018
CA-2020-166317,219.84,26-09-2020
CA-2020-166317,98.16,26-09-2020
CA-2020-166317,33.04,26-09-2020
CA-2020-166317,86.97,26-09-2020
CA-2018-154326,134.97,19-02-2018
CA-2018-154326,699.98,19-02-2018
CA-2018-154326,139.95,19-02-2018
CA-2017-102008,48.94,04-10-2017
CA-2017-120474,2807.84,03-12-2017
CA-2017-120474,46.64,03-12-2017
CA-2017-104773,60.416,13-12-2017
CA-2019-140774,107.94,10-09-2019
US-2020-139465,63.84,30-08-2020
US-2020-139465,347.97,30-08-2020
US-2020-139465,37.008,30-08-2020
CA-2019-100965,215.65,11-07-2019
CA-2019-121034,11.168,10-08-2019
CA-2019-121034,53.952,10-08-2019
CA-2019-149461,4.18,19-11-2019
CA-2020-158379,5.607,26-09-2020
CA-2020-158379,4663.736,26-09-2020
CA-2020-158379,79.984,26-09-2020
US-2019-116729,2575.944,28-12-2019
US-2019-116729,45.36,28-12-2019
US-2019-116729,254.24,28-12-2019
CA-2019-164938,69.93,13-02-2019
CA-2019-165484,16.156,29-10-2019
CA-2019-165484,54.816,29-10-2019
CA-2017-132612,1441.3,11-06-2017
US-2020-161193,77.6,26-11-2020
US-2020-161193,4.656,26-11-2020
CA-2018-131597,170.136,18-09-2018
CA-2018-164833,7.38,04-06-2018
CA-2018-164833,9.26,04-06-2018
CA-2018-125423,9.96,15-12-2018
US-2017-130379,75.6,29-05-2017
US-2017-130379,29.32,29-05-2017
CA-2019-168956,92.064,20-02-2019
CA-2019-168956,6.976,20-02-2019
CA-2019-168956,62.958,20-02-2019
CA-2019-168956,5.184,20-02-2019
CA-2019-167507,31.32,28-12-2019
CA-2019-167507,11.84,28-12-2019
CA-2019-167507,22.784,28-12-2019
CA-2019-109344,1127.976,11-02-2019
US-2018-140851,38.88,15-07-2018
CA-2017-103373,779.796,24-05-2017
CA-2020-145884,1439.92,21-10-2020
CA-2020-145884,262.11,21-10-2020
CA-2018-131422,207,09-11-2018
CA-2020-162691,1439.982,07-08-2020
CA-2020-162691,36.288,07-08-2020
CA-2017-141278,21.4,24-06-2017
CA-2020-122693,1245.86,21-02-2020
CA-2017-117345,17.544,05-08-2017
CA-2017-117345,44.128,05-08-2017
CA-2017-117345,62.92,05-08-2017
CA-2017-117345,78.304,05-08-2017
CA-2019-157763,140.81,23-07-2019
CA-2018-135391,40.096,11-02-2018
CA-2018-135391,40.784,11-02-2018
US-2020-113852,90.57,02-08-2020
US-2020-158512,40.08,17-01-2020
US-2020-158512,37.68,17-01-2020
CA-2020-128370,362.352,10-09-2020
CA-2020-128370,7.184,10-09-2020
CA-2018-160472,34.76,25-07-2018
CA-2018-160472,831.2,25-07-2018
CA-2018-160472,26.4,25-07-2018
CA-2018-160472,106.75,25-07-2018
CA-2018-160472,97.82,25-07-2018
CA-2018-160472,141.4,25-07-2018
CA-2017-114643,14.52,17-06-2017
US-2020-158218,127.92,15-05-2020
US-2020-158218,34.24,15-05-2020
CA-2018-121608,137.62,05-09-2018
CA-2018-121608,100.49,05-09-2018
US-2020-121251,257.568,27-03-2020
US-2020-121251,119.96,27-03-2020
CA-2017-151078,49.632,12-11-2017
US-2019-100839,727.45,17-10-2019
US-2019-100839,24.96,17-10-2019
US-2020-116659,370.782,12-11-2020
CA-2020-118857,196.45,18-04-2020
CA-2018-127110,31.104,01-07-2018
CA-2018-127110,78.256,01-07-2018
CA-2019-148201,6.48,29-08-2019
CA-2017-116932,99.2,25-07-2017
CA-2017-116932,801.568,25-07-2017
CA-2017-116932,272.848,25-07-2017
CA-2020-142888,70.98,25-11-2020
CA-2017-147914,16.224,09-06-2017
US-2019-112977,176.784,16-03-2019
CA-2020-112039,470.376,29-03-2020
CA-2020-118885,393.568,02-01-2021
CA-2020-118885,302.376,02-01-2021
US-2020-166611,68.742,02-04-2020
CA-2018-109512,29.34,05-03-2018
CA-2018-109512,383.607,05-03-2018
CA-2018-109512,563.4,05-03-2018
CA-2019-118570,217.056,17-11-2019
CA-2020-154718,6,23-01-2020
CA-2019-147578,31.56,26-04-2019
CA-2017-140165,7.104,15-05-2017
CA-2017-140165,398.352,15-05-2017
CA-2017-142587,121.792,22-10-2017
CA-2017-142587,409.59,22-10-2017
CA-2017-157623,10.56,18-03-2017
CA-2017-157623,3.38,18-03-2017
CA-2020-145310,7.824,24-12-2020
CA-2019-100083,24.784,29-11-2019
US-2020-108063,34.65,05-12-2020
CA-2018-109197,487.984,04-01-2019
CA-2020-141789,1793.98,06-10-2020
CA-2017-169775,29.808,02-09-2017
CA-2017-169775,505.176,02-09-2017
CA-2017-169775,174.0585,02-09-2017
CA-2019-140543,191.88,03-07-2019
CA-2019-151141,14.78,23-08-2019
CA-2020-167094,5.184,22-10-2020
CA-2020-167094,478.48,22-10-2020
CA-2020-167094,28.4,22-10-2020
CA-2020-154410,909.12,24-10-2020
US-2019-150567,2.952,21-05-2019
US-2019-150567,27.018,21-05-2019
CA-2018-157959,136.92,04-02-2018
CA-2020-105886,18.96,23-12-2020
CA-2019-105963,99.39,22-11-2019
CA-2020-121503,273.896,06-07-2020
CA-2020-121503,597.132,06-07-2020
CA-2017-103366,149.95,17-01-2017
CA-2020-124597,4.608,05-05-2020
CA-2020-124597,15.528,05-05-2020
CA-2020-124597,11.952,05-05-2020
CA-2018-105634,11.65,14-11-2018
CA-2018-123673,299.9,01-11-2018
US-2020-111423,895.92,19-08-2020
US-2020-111423,462.564,19-08-2020
CA-2018-125178,15.008,09-10-2018
CA-2019-156685,863.64,10-07-2019
CA-2019-156685,47.616,10-07-2019
CA-2020-126865,92.94,07-12-2020
CA-2020-102834,199.98,13-03-2020
US-2019-139710,177.48,15-06-2019
CA-2020-121538,88.768,01-12-2020
US-2020-101539,6.48,18-03-2020
US-2020-101539,46.51,18-03-2020
US-2020-101539,659.976,18-03-2020
CA-2019-152121,271.992,29-11-2019
CA-2020-161200,145.74,10-08-2020
CA-2020-161200,15.4,10-08-2020
CA-2020-101245,244.55,03-12-2020
CA-2020-101245,166.16,03-12-2020
CA-2018-141768,14.73,27-05-2018
CA-2019-112109,19.968,12-07-2019
CA-2019-112109,33.488,12-07-2019
CA-2019-112109,8.736,12-07-2019
CA-2019-112109,662.88,12-07-2019
CA-2020-144064,47.36,01-09-2020
CA-2020-144064,27.44,01-09-2020
CA-2020-144064,3.24,01-09-2020
CA-2019-108581,95.968,26-06-2019
CA-2019-108581,10.368,26-06-2019
CA-2020-157987,23.1,06-09-2020
CA-2020-157987,11.54,06-09-2020
CA-2020-157987,254.526,06-09-2020
CA-2020-157987,12.98,06-09-2020
CA-2020-157987,26.432,06-09-2020
CA-2020-157987,197.97,06-09-2020
CA-2020-157987,18.9,06-09-2020
CA-2020-157987,1282.41,06-09-2020
CA-2020-157987,4.92,06-09-2020
CA-2020-157987,238,06-09-2020
CA-2020-157987,167.97,06-09-2020
CA-2020-157987,17.12,06-09-2020
CA-2020-110905,16.2,15-09-2020
CA-2020-110905,33.99,15-09-2020
CA-2020-110905,296.85,15-09-2020
CA-2020-110905,112.8,15-09-2020
CA-2020-110905,13.71,15-09-2020
CA-2020-110905,24.9,15-09-2020
CA-2020-110905,286.29,15-09-2020
CA-2020-110905,24.18,15-09-2020
CA-2020-165841,281.97,28-12-2020
CA-2020-165841,69.5,28-12-2020
CA-2020-165841,166.44,28-12-2020
CA-2020-117485,291.96,29-09-2020
CA-2020-140242,6.408,11-05-2020
CA-2020-140242,408.744,11-05-2020
CA-2017-148950,5.104,19-12-2017
CA-2017-148950,2.896,19-12-2017
CA-2017-148950,35.016,19-12-2017
CA-2017-110408,275.97,20-10-2017
CA-2017-110408,1394.95,20-10-2017
CA-2017-110408,545.88,20-10-2017
CA-2018-109939,5.248,12-05-2018
CA-2019-112669,933.536,14-04-2019
CA-2019-112669,42.976,14-04-2019
CA-2018-119592,3.76,16-12-2018
CA-2017-122749,479.96,09-12-2017
CA-2017-164721,320.88,27-11-2017
CA-2017-164721,23.88,27-11-2017
CA-2017-164721,26.76,27-11-2017
CA-2019-147417,1439.976,27-07-2019
CA-2018-127509,17.22,13-11-2018
CA-2018-127509,1024.38,13-11-2018
CA-2018-127509,26.22,13-11-2018
CA-2018-127509,17.34,13-11-2018
CA-2020-111374,4.956,28-02-2020
CA-2020-133648,71.04,02-07-2020
CA-2020-133648,5.344,02-07-2020
CA-2020-133648,11.304,02-07-2020
US-2020-147221,294.62,04-12-2020
US-2020-147221,8.752,04-12-2020
CA-2017-131905,15,09-02-2017
CA-2017-131905,161.61,09-02-2017
CA-2017-131905,144.95,09-02-2017
CA-2020-166128,199.95,18-04-2020
CA-2020-166128,41.86,18-04-2020
CA-2020-163510,95.94,28-12-2020
CA-2020-163510,304.45,28-12-2020
US-2020-143028,11.364,18-04-2020
CA-2017-111150,29.68,04-01-2018
CA-2017-111150,47.53,04-01-2018
CA-2020-165386,183.372,04-08-2020
CA-2017-116407,4.224,21-11-2017
CA-2017-116407,333.056,21-11-2017
CA-2017-116407,24.896,21-11-2017
CA-2018-155761,159.984,11-12-2018
CA-2018-155761,46.344,11-12-2018
CA-2019-145905,350.98,23-09-2019
CA-2019-145905,13.08,23-09-2019
CA-2019-145905,900.08,23-09-2019
CA-2018-113110,17.568,23-03-2018
CA-2018-113110,14.62,23-03-2018
CA-2018-113110,33.36,23-03-2018
CA-2018-113110,40.14,23-03-2018
CA-2019-168354,1606.23,21-09-2019
CA-2019-168354,17.04,21-09-2019
CA-2019-168354,49.53,21-09-2019
CA-2019-168354,872.32,21-09-2019
US-2020-111241,239.12,22-08-2020
CA-2018-114237,141.96,15-03-2018
CA-2019-113516,33.024,10-09-2019
CA-2019-113516,67.136,10-09-2019
CA-2018-117961,14.73,30-11-2018
CA-2018-117961,104.9,30-11-2018
CA-2018-117961,61.04,30-11-2018
CA-2018-117961,10.95,30-11-2018
CA-2019-128923,9.392,13-12-2019
CA-2019-128923,9.328,13-12-2019
CA-2020-162481,8.26,29-09-2020
CA-2020-162481,269.97,29-09-2020
CA-2018-119214,29.04,27-01-2018
CA-2018-119214,14.62,27-01-2018
CA-2018-122287,11.952,23-06-2018
CA-2018-122287,4.536,23-06-2018
CA-2018-122287,9.156,23-06-2018
CA-2018-122287,75.36,23-06-2018
CA-2018-104493,57.504,08-10-2018
US-2020-158946,38.864,23-11-2020
CA-2017-129168,15.552,23-08-2017
CA-2019-131835,162.64,21-07-2019
CA-2019-131835,597,21-07-2019
CA-2019-131835,55.48,21-07-2019
CA-2018-142237,289.8,13-07-2018
CA-2018-142237,2.502,13-07-2018
CA-2018-142237,6.48,13-07-2018
CA-2018-142237,341.488,13-07-2018
CA-2018-142237,11.12,13-07-2018
CA-2018-142237,25.344,13-07-2018
CA-2019-136434,17.31,07-12-2019
CA-2020-120376,199.95,25-12-2020
CA-2020-120376,1586.69,25-12-2020
CA-2020-120376,84.99,25-12-2020
CA-2020-120376,411.8,25-12-2020
CA-2017-106439,11.34,04-11-2017
CA-2017-106439,80.3,04-11-2017
CA-2017-106439,15.968,04-11-2017
CA-2017-106439,64.74,04-11-2017
CA-2017-106439,19.296,04-11-2017
CA-2017-106439,405.64,04-11-2017
CA-2017-106439,146.352,04-11-2017
CA-2017-106439,251.91,04-11-2017
CA-2017-106439,12.39,04-11-2017
CA-2018-133452,199.96,19-04-2018
CA-2018-133452,710.832,19-04-2018
CA-2019-146521,1.941,23-07-2019
US-2020-110996,283.92,25-11-2020
CA-2019-129693,7.312,02-12-2019
CA-2020-122504,59.97,12-11-2020
CA-2020-122504,761.544,12-11-2020
CA-2017-131051,58.2,05-12-2017
CA-2020-140676,39.9,15-09-2020
CA-2020-140676,90.86,15-09-2020
CA-2020-140676,94.85,15-09-2020
CA-2018-120103,106.232,29-12-2018
CA-2018-120103,111.984,29-12-2018
CA-2018-120103,7.712,29-12-2018
CA-2020-104647,37.44,01-03-2020
CA-2017-110352,23.68,29-11-2017
CA-2019-140501,122.12,28-06-2019
CA-2019-140501,18.45,28-06-2019
CA-2019-140501,324.9,28-06-2019
CA-2019-140501,146.73,28-06-2019
CA-2019-140501,3.96,28-06-2019
CA-2018-139290,5.76,30-10-2018
CA-2020-166142,26.55,19-07-2020
CA-2020-166142,310.443,19-07-2020
CA-2017-145926,479.9,21-11-2017
CA-2018-149678,12.88,15-04-2018
US-2018-164357,13.12,29-11-2018
US-2019-146570,511.84,20-05-2019
US-2019-146570,91.96,20-05-2019
US-2019-146570,8.34,20-05-2019
CA-2020-124401,37.68,12-09-2020
CA-2020-124401,279.944,12-09-2020
US-2017-140116,636.408,17-03-2017
US-2017-140116,83.168,17-03-2017
CA-2017-123295,259.136,18-07-2017
CA-2020-167101,221.92,28-03-2020
CA-2020-167101,26,28-03-2020
US-2017-167633,15.552,05-10-2017
US-2017-152723,0.876,26-09-2017
CA-2018-164882,19.98,31-10-2018
CA-2018-164882,398.352,31-10-2018
CA-2018-164882,5.04,31-10-2018
CA-2018-164882,17.45,31-10-2018
CA-2018-164882,323.136,31-10-2018
CA-2018-164882,29.7,31-10-2018
CA-2018-164882,1295.84,31-10-2018
CA-2018-164882,46.84,31-10-2018
CA-2018-164882,425.833,31-10-2018
CA-2018-159786,209.67,17-10-2018
CA-2019-130267,159.88,23-09-2019
CA-2020-155460,5.28,15-04-2020
CA-2020-155460,895.92,15-04-2020
